Player,Nation,Nation_code,Pos,Pos_group,Age,Playing Time 90s,weighted_score_norm2,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes xG,Per 90 Minutes npxG,Per 90 Minutes xAG,PrgC_p90,PrgP_p90,PrgR_p90,CrdY_p90,CrdR_p90
Moussa Diaby,fr FRA,FRA,"FW,MF",FWD,24.0,24.2,31.621652892561983,0.25,0.33,0.29,0.29,0.27,3.884297520661157,2.9752066115702482,7.56198347107438,0.04132231404958678,0.0
Folarin Balogun,us USA,USA,FW,FWD,22.0,18.8,31.60191489361702,0.37,0.27,0.59,0.45,0.18,1.8617021276595744,1.5957446808510638,10.585106382978722,0.05319148936170213,0.0
Nabil Fekir,fr FRA,FRA,"MF,FW",FWD,30.0,11.7,31.580000000000005,0.09,0.17,0.19,0.19,0.2,2.735042735042735,5.726495726495727,6.581196581196582,0.08547008547008547,0.0
Cody Gakpo,nl NED,NED,"FW,MF",FWD,24.0,18.3,31.57349726775956,0.44,0.27,0.49,0.49,0.16,2.349726775956284,4.53551912568306,7.103825136612022,0.0546448087431694,0.0
Aïssa Laïdouni,tn TUN,TUN,MF,MID,26.0,11.9,31.476134453781512,0.0,0.25,0.06,0.06,0.09,2.0168067226890756,4.705882352941177,3.445378151260504,0.1680672268907563,0.0
Felipe Anderson,br BRA,BRA,"FW,MF",FWD,30.0,30.8,31.47272727272727,0.16,0.19,0.14,0.14,0.21,3.5064935064935066,4.090909090909091,7.337662337662337,0.09740259740259741,0.0
Fabián Ruiz Peña,es ESP,ESP,MF,MID,27.0,13.3,31.419999999999995,0.08,0.23,0.15,0.15,0.09,1.2030075187969924,5.864661654135338,3.007518796992481,0.22556390977443608,0.0
Youssouf Sabaly,sn SEN,SEN,DF,DEF,30.0,11.6,31.390689655172412,0.0,0.09,0.01,0.01,0.04,2.6724137931034484,4.051724137931035,3.706896551724138,0.1724137931034483,0.0
Ismaila Sarr,sn SEN,SEN,"FW,MF",FWD,25.0,16.1,31.348881987577638,0.19,0.25,0.2,0.2,0.15,3.043478260869565,2.2360248447204967,9.440993788819874,0.06211180124223602,0.0
Toni Lato,es ESP,ESP,DF,DEF,25.0,17.2,31.33651162790698,0.0,0.06,0.01,0.01,0.08,1.744186046511628,2.2674418604651163,6.395348837209303,0.1744186046511628,0.0
Adrien Rabiot,fr FRA,FRA,MF,MID,28.0,29.5,31.323898305084747,0.17,0.1,0.12,0.11,0.14,2.440677966101695,4.067796610169491,3.593220338983051,0.2711864406779661,0.0
Iliman Ndiaye,sn SEN,SEN,"FW,MF",FWD,23.0,18.0,31.288888888888888,0.17,0.17,0.25,0.25,0.15,2.8333333333333335,3.4444444444444446,8.444444444444445,0.0,0.05555555555555555
Marcel Sabitzer,at AUT,AUT,MF,MID,29.0,21.8,31.26412844036697,0.18,0.14,0.16,0.13,0.08,1.7889908256880733,5.091743119266055,3.165137614678899,0.13761467889908258,0.04587155963302752
Gabriel Jesus,br BRA,BRA,FW,FWD,26.0,16.4,31.242682926829268,0.24,0.3,0.39,0.39,0.23,2.3170731707317076,2.5609756097560976,9.451219512195122,0.3658536585365854,0.0
Rayan Aït-Nouri,dz ALG,ALG,"DF,MF",MID,22.0,25.9,31.23471042471043,0.08,0.04,0.13,0.13,0.09,2.586872586872587,3.8223938223938227,3.8223938223938227,0.2702702702702703,0.0
Rayan Aït-Nouri,dz ALG,ALG,"DF,MF",MID,22.0,25.9,31.23471042471043,0.08,0.04,0.13,0.13,0.09,2.586872586872587,3.8223938223938227,3.8223938223938227,0.2702702702702703,0.0
Julian Brandt,de GER,GER,"MF,FW",FWD,27.0,24.7,31.137165991902833,0.28,0.45,0.18,0.18,0.38,2.995951417004049,4.696356275303644,6.396761133603239,0.08097165991902834,0.0
Dan Ndoye,ch SUI,SUI,"FW,MF",FWD,22.0,19.7,31.1292385786802,0.05,0.05,0.25,0.25,0.09,4.467005076142132,1.8274111675126905,8.781725888324873,0.20304568527918782,0.0
Ferland Mendy,fr FRA,FRA,DF,DEF,28.0,19.1,31.104764397905758,0.0,0.0,0.01,0.01,0.05,0.9947643979057591,4.397905759162303,5.026178010471204,0.2617801047120419,0.0
Ferrán Torres,es ESP,ESP,FW,FWD,23.0,13.5,31.045555555555556,0.52,0.15,0.41,0.41,0.2,2.2222222222222223,3.259259259259259,8.37037037037037,0.14814814814814814,0.0
Pierre Lees-Melou,fr FRA,FRA,MF,MID,30.0,28.0,30.985714285714288,0.14,0.0,0.09,0.09,0.08,1.8214285714285714,6.892857142857143,1.5357142857142858,0.42857142857142855,0.03571428571428571
Antoine Semenyo,gh GHA,GHA,FW,FWD,23.0,23.4,30.96888888888889,0.34,0.09,0.2,0.2,0.14,3.8034188034188037,2.735042735042735,8.034188034188034,0.25641025641025644,0.0
Miguel Almirón,py PAR,PAR,FW,FWD,29.0,21.5,30.878372093023252,0.14,0.05,0.21,0.21,0.12,3.627906976744186,3.627906976744186,7.534883720930233,0.09302325581395349,0.0
Mateo Kovačić,hr CRO,CRO,MF,MID,29.0,17.2,30.820697674418607,0.06,0.0,0.07,0.07,0.09,2.1511627906976747,5.813953488372094,2.2093023255813953,0.23255813953488372,0.0
Bryan Zaragoza,es ESP,ESP,"MF,FW",FWD,22.0,18.2,30.751373626373628,0.33,0.11,0.21,0.16,0.18,5.4945054945054945,1.978021978021978,6.978021978021978,0.27472527472527475,0.0
Ismaël Bennacer,dz ALG,ALG,MF,MID,25.0,12.8,30.710625,0.16,0.16,0.13,0.07,0.19,1.875,5.3125,2.578125,0.15625,0.0
Héctor Bellerín,es ESP,ESP,DF,DEF,28.0,19.0,30.691052631578945,0.0,0.05,0.01,0.01,0.08,1.6842105263157894,4.2631578947368425,4.2105263157894735,0.0,0.05263157894736842
Nampalys Mendy,sn SEN,SEN,MF,MID,31.0,11.7,30.665470085470087,0.0,0.09,0.02,0.02,0.09,1.794871794871795,7.17948717948718,1.1111111111111112,0.17094017094017094,0.0
Amine Gouiri,dz ALG,ALG,"FW,MF",FWD,23.0,23.0,30.540869565217392,0.3,0.13,0.32,0.32,0.08,2.5652173913043477,3.5652173913043477,8.043478260869565,0.08695652173913043,0.0
Óscar Trejo,ar ARG,ARG,"FW,MF",FWD,35.0,15.3,30.47071895424837,0.0,0.0,0.06,0.06,0.08,1.8300653594771241,8.104575163398692,5.294117647058823,0.26143790849673204,0.06535947712418301
Javi López,es ESP,ESP,DF,DEF,21.0,26.5,30.40679245283019,0.04,0.11,0.04,0.04,0.11,2.0,3.4716981132075473,4.528301886792453,0.11320754716981132,0.0
Ángel Correa,ar ARG,ARG,"FW,MF",FWD,28.0,17.0,30.349705882352943,0.53,0.12,0.47,0.42,0.21,2.3529411764705883,3.588235294117647,7.529411764705882,0.17647058823529413,0.0
Kieran Tierney,sct SCO,SCO,DF,DEF,26.0,13.8,30.337536231884062,0.0,0.15,0.01,0.01,0.05,1.5942028985507246,5.579710144927536,2.826086956521739,0.07246376811594203,0.0
Alfred Duncan,gh GHA,GHA,MF,MID,30.0,21.0,30.264761904761905,0.1,0.24,0.07,0.07,0.1,1.0952380952380953,6.333333333333333,2.238095238095238,0.09523809523809523,0.0
Aleksandar Pavlovic,de GER,GER,MF,MID,19.0,13.6,30.037058823529414,0.15,0.15,0.09,0.09,0.07,1.0294117647058825,7.720588235294118,1.0294117647058825,0.4411764705882353,0.0
Jaume Costa,es ESP,ESP,DF,DEF,35.0,18.7,30.02609625668449,0.0,0.05,0.02,0.02,0.06,1.8181818181818183,2.6737967914438503,5.561497326203209,0.37433155080213903,0.0
Musa Al-Taamari,jo JOR,JOR,FW,FWD,26.0,21.4,30.017757009345797,0.23,0.09,0.17,0.17,0.16,3.7850467289719627,2.5233644859813085,7.850467289719627,0.0,0.0
Marcus Tavernier,eng ENG,ENG,FW,FWD,24.0,23.5,29.97787234042553,0.13,0.17,0.17,0.17,0.22,3.3617021276595747,3.574468085106383,7.276595744680851,0.1276595744680851,0.0
Keane Lewis-Potter,eng ENG,ENG,"FW,DF",FWD,22.0,16.0,29.955,0.19,0.06,0.39,0.39,0.11,3.5,2.0,8.4375,0.0,0.0
Khéphren Thuram,fr FRA,FRA,MF,MID,22.0,23.4,29.89162393162393,0.04,0.04,0.14,0.14,0.16,2.8632478632478633,4.444444444444445,2.435897435897436,0.29914529914529914,0.0
Enzo Loiodice,fr FRA,FRA,MF,MID,22.0,19.9,29.867236180904523,0.0,0.05,0.03,0.03,0.07,1.35678391959799,4.874371859296483,3.6180904522613067,0.10050251256281408,0.0
Valentin Carboni,ar ARG,ARG,"MF,FW",FWD,18.0,13.0,29.863846153846154,0.15,0.23,0.18,0.18,0.13,4.0,4.384615384615385,5.769230769230769,0.15384615384615385,0.0
Dani Rodríguez,es ESP,ESP,MF,MID,35.0,29.1,29.842886597938143,0.07,0.14,0.05,0.05,0.14,1.8556701030927834,4.054982817869416,3.7800687285223367,0.30927835051546393,0.0
Takehiro Tomiyasu,jp JPN,JPN,DF,DEF,24.0,12.8,29.796875,0.16,0.08,0.12,0.12,0.03,1.328125,5.625,2.890625,0.15625,0.078125
César Azpilicueta,es ESP,ESP,DF,DEF,33.0,15.8,29.777215189873417,0.0,0.13,0.04,0.04,0.15,2.4683544303797467,4.8734177215189876,2.4683544303797467,0.2531645569620253,0.0
Robin Hack,de GER,GER,"FW,MF",FWD,24.0,15.0,29.770000000000003,0.67,0.13,0.26,0.26,0.16,3.3333333333333335,3.066666666666667,6.866666666666666,0.13333333333333333,0.0
Jordy Makengo,fr FRA,FRA,DF,DEF,21.0,11.4,29.709122807017547,0.0,0.0,0.02,0.02,0.02,2.3684210526315788,4.56140350877193,2.982456140350877,0.08771929824561403,0.0
Alex Scott,eng ENG,ENG,MF,MID,19.0,11.3,29.692566371681412,0.09,0.09,0.06,0.06,0.15,2.1238938053097343,4.424778761061947,3.0973451327433628,0.2654867256637168,0.0
Deiver Machado,co COL,COL,DF,DEF,29.0,12.5,29.61,0.32,0.0,0.13,0.13,0.1,1.76,2.08,5.92,0.32,0.0
Elliot Anderson,sct SCO,SCO,"MF,FW",FWD,20.0,11.4,29.598771929824558,0.0,0.18,0.13,0.13,0.17,3.245614035087719,5.0,6.140350877192982,0.2631578947368421,0.0
Eberechi Eze,eng ENG,ENG,"MF,FW",FWD,25.0,22.8,29.58421052631579,0.48,0.18,0.4,0.36,0.23,2.982456140350877,4.078947368421052,6.0964912280701755,0.13157894736842105,0.0
Dany Mota,pt POR,POR,"FW,MF",FWD,25.0,22.8,29.566315789473684,0.18,0.13,0.16,0.16,0.13,4.912280701754386,2.5,6.666666666666666,0.13157894736842105,0.0
Lovro Majer,hr CRO,CRO,"MF,FW",FWD,25.0,23.4,29.479102564102565,0.21,0.21,0.23,0.16,0.14,2.606837606837607,5.2991452991453,5.982905982905983,0.2136752136752137,0.0
Kristian Thorstvedt,no NOR,NOR,MF,MID,24.0,26.6,29.463458646616537,0.23,0.04,0.16,0.16,0.06,1.1278195488721805,4.887218045112782,3.533834586466165,0.2631578947368421,0.0
Lucas Hernández,fr FRA,FRA,DF,DEF,27.0,21.2,29.460943396226416,0.05,0.05,0.02,0.02,0.07,1.4150943396226416,7.358490566037736,1.0377358490566038,0.2830188679245283,0.0
Phillipp Mwene,at AUT,AUT,DF,DEF,29.0,22.2,29.43396396396396,0.05,0.09,0.06,0.06,0.09,2.2522522522522523,3.2882882882882885,4.1891891891891895,0.1801801801801802,0.04504504504504505
Jonathan Ikone,fr FRA,FRA,FW,FWD,25.0,18.7,29.390962566844923,0.16,0.05,0.25,0.25,0.1,2.7272727272727275,3.1016042780748663,8.23529411764706,0.26737967914438504,0.0
Philipp Max,de GER,GER,DF,DEF,29.0,15.0,29.37666666666667,0.07,0.13,0.02,0.02,0.18,1.6666666666666667,4.2,3.7333333333333334,0.13333333333333333,0.0
Carlos Augusto,br BRA,BRA,DF,DEF,24.0,19.2,29.36791666666667,0.0,0.16,0.05,0.05,0.15,2.1875,2.8125,4.583333333333334,0.052083333333333336,0.0
Antonio Sánchez,es ESP,ESP,MF,MID,26.0,16.1,29.352981366459623,0.19,0.06,0.16,0.16,0.05,2.1739130434782608,3.540372670807453,3.7888198757763973,0.18633540372670807,0.0
Javier Muñoz,es ESP,ESP,MF,MID,28.0,29.3,29.336552901023893,0.07,0.1,0.09,0.09,0.05,1.1262798634812285,4.163822525597269,4.300341296928328,0.20477815699658702,0.0
Manu Koné,fr FRA,FRA,MF,MID,22.0,17.3,29.313930635838148,0.06,0.0,0.07,0.07,0.07,2.4277456647398843,4.0462427745664735,3.236994219653179,0.23121387283236994,0.057803468208092484
Alberto Moreno,es ESP,ESP,DF,DEF,31.0,16.5,29.266666666666662,0.12,0.12,0.04,0.04,0.1,1.5757575757575757,3.3333333333333335,4.787878787878788,0.30303030303030304,0.12121212121212122
Koke,es ESP,ESP,MF,MID,31.0,27.7,29.261552346570397,0.0,0.14,0.02,0.02,0.13,0.9386281588447654,7.653429602888087,0.9386281588447654,0.18050541516245489,0.0
Eric García,es ESP,ESP,DF,DEF,22.0,29.3,29.2519795221843,0.17,0.0,0.1,0.1,0.02,1.5358361774744027,7.5426621160409555,0.6143344709897611,0.13651877133105803,0.0
Ryan Christie,sct SCO,SCO,MF,MID,28.0,32.3,29.242414860681116,0.0,0.15,0.07,0.07,0.17,1.8575851393188856,5.170278637770898,2.4148606811145514,0.18575851393188855,0.0
Ayoze Pérez,es ESP,ESP,FW,FWD,30.0,25.5,29.201960784313727,0.35,0.04,0.29,0.29,0.15,3.5294117647058822,3.1372549019607843,6.862745098039215,0.1568627450980392,0.0
Marcus Rashford,eng ENG,ENG,FW,FWD,25.0,25.2,29.18222222222222,0.28,0.08,0.29,0.23,0.09,3.7698412698412698,2.5793650793650795,7.301587301587301,0.07936507936507936,0.0
Oussama Targhalline,ma MAR,MAR,MF,MID,21.0,11.4,29.165087719298242,0.0,0.0,0.02,0.02,0.03,2.3684210526315788,6.140350877192982,1.3157894736842104,0.3508771929824561,0.08771929824561403
Fermin López,es ESP,ESP,"MF,FW",FWD,20.0,16.1,29.136956521739126,0.5,0.0,0.47,0.47,0.07,2.6086956521739126,4.720496894409937,5.7763975155279494,0.12422360248447203,0.0
Mario Hermoso,es ESP,ESP,DF,DEF,28.0,28.4,29.13366197183099,0.0,0.04,0.05,0.05,0.03,1.3732394366197185,6.232394366197183,2.147887323943662,0.31690140845070425,0.0
Matías Viña,uy URU,URU,DF,DEF,25.0,11.3,29.12858407079646,0.0,0.27,0.03,0.03,0.12,2.1238938053097343,4.070796460176991,3.2743362831858405,0.08849557522123894,0.0
Justin Njinmah,de GER,GER,FW,FWD,22.0,11.3,29.08823008849558,0.53,0.18,0.44,0.44,0.21,3.1858407079646014,1.1504424778761062,8.4070796460177,0.08849557522123894,0.0
Sean Longstaff,eng ENG,ENG,MF,MID,25.0,30.5,29.06327868852459,0.2,0.07,0.22,0.22,0.07,0.7868852459016393,4.754098360655738,3.80327868852459,0.22950819672131148,0.0
Cyril Ngonge,be BEL,BEL,"FW,MF",FWD,23.0,15.9,29.006666666666664,0.38,0.13,0.27,0.21,0.11,3.333333333333333,2.7672955974842766,7.3584905660377355,0.25157232704402516,0.0
Álex Berenguer,es ESP,ESP,FW,FWD,28.0,17.7,28.984689265536726,0.4,0.17,0.29,0.25,0.21,3.446327683615819,1.6949152542372883,8.07909604519774,0.22598870056497175,0.0
Enzo Millot,fr FRA,FRA,"MF,FW",FWD,21.0,24.9,28.93343373493976,0.2,0.16,0.21,0.18,0.16,1.8473895582329318,5.100401606425703,6.706827309236949,0.20080321285140562,0.0
Aron Dønnum,no NOR,NOR,"FW,MF",FWD,25.0,17.7,28.901581920903958,0.0,0.06,0.06,0.06,0.12,3.898305084745763,3.728813559322034,6.779661016949153,0.4519774011299435,0.0
Iván Alejo,es ESP,ESP,MF,MID,28.0,18.8,28.89787234042553,0.0,0.11,0.03,0.03,0.07,2.553191489361702,1.6489361702127658,5.531914893617021,0.9042553191489361,0.0
Facundo Medina,ar ARG,ARG,DF,DEF,24.0,30.2,28.833708609271522,0.03,0.1,0.04,0.04,0.06,1.6887417218543046,7.251655629139073,0.6622516556291391,0.3642384105960265,0.0
Christopher Trimmel,at AUT,AUT,DF,DEF,36.0,18.3,28.830655737704912,0.0,0.11,0.03,0.03,0.11,1.256830601092896,4.699453551912568,3.551912568306011,0.1092896174863388,0.0546448087431694
Amir Richardson,ma MAR,MAR,MF,MID,21.0,15.0,28.803333333333335,0.2,0.07,0.11,0.11,0.08,1.8666666666666667,4.8,2.6666666666666665,0.26666666666666666,0.0
Hassane Kamara,ci CIV,CIV,DF,DEF,29.0,24.7,28.80056680161944,0.04,0.04,0.08,0.08,0.11,2.4696356275303644,3.279352226720648,3.765182186234818,0.16194331983805668,0.0
Manu Sánchez,es ESP,ESP,"DF,MF",MID,22.0,19.7,28.773451776649747,0.0,0.25,0.02,0.02,0.14,2.0812182741116754,3.7563451776649748,3.401015228426396,0.15228426395939088,0.0
Anthony Caci,fr FRA,FRA,DF,DEF,26.0,27.6,28.738405797101446,0.07,0.11,0.06,0.06,0.1,1.5579710144927534,5.217391304347826,2.717391304347826,0.2898550724637681,0.0
Anton Stach,de GER,GER,MF,MID,24.0,25.8,28.56937984496124,0.08,0.12,0.07,0.07,0.13,1.8992248062015504,5.542635658914729,1.7829457364341086,0.15503875968992248,0.0
Mattéo Guendouzi,fr FRA,FRA,MF,MID,24.0,26.3,28.560608365019014,0.08,0.11,0.06,0.06,0.09,1.7490494296577945,4.524714828897339,3.003802281368821,0.11406844106463879,0.03802281368821293
Elye Wahi,fr FRA,FRA,FW,FWD,20.0,18.8,28.544042553191492,0.48,0.16,0.61,0.57,0.14,2.7659574468085104,0.7978723404255319,9.095744680851064,0.5319148936170213,0.05319148936170213
Marius Bülter,de GER,GER,"DF,FW",FWD,30.0,15.0,28.443333333333335,0.07,0.27,0.1,0.1,0.23,2.466666666666667,4.0,7.133333333333334,0.2,0.06666666666666667
Loïs Openda,be BEL,BEL,FW,FWD,23.0,30.0,28.406666666666666,0.8,0.23,0.74,0.66,0.19,2.566666666666667,1.5,7.533333333333333,0.13333333333333333,0.0
Éderson,br BRA,BRA,MF,MID,24.0,31.9,28.396206896551725,0.19,0.03,0.11,0.11,0.04,1.0031347962382446,6.70846394984326,1.567398119122257,0.25078369905956116,0.0
Christian Kouamé,ci CIV,CIV,FW,FWD,25.0,12.1,28.39214876033058,0.17,0.08,0.16,0.16,0.15,0.9917355371900827,3.388429752066116,9.090909090909092,0.0,0.0
Lewis Miley,eng ENG,ENG,MF,MID,17.0,13.4,28.384925373134326,0.07,0.22,0.09,0.09,0.13,1.044776119402985,3.955223880597015,4.029850746268656,0.07462686567164178,0.0
Christoph Baumgartner,at AUT,AUT,"MF,FW",FWD,23.0,12.9,28.378992248062016,0.39,0.08,0.28,0.28,0.12,2.7906976744186047,3.643410852713178,6.666666666666666,0.23255813953488372,0.0
Muhammed Cham,at AUT,AUT,"MF,FW",FWD,22.0,28.4,28.31718309859155,0.28,0.14,0.33,0.19,0.11,2.5,5.669014084507043,5.0,0.14084507042253522,0.0
Álvaro García,es ESP,ESP,"FW,MF",FWD,30.0,27.5,28.274545454545454,0.22,0.04,0.22,0.22,0.11,2.036363636363636,2.290909090909091,9.163636363636364,0.2909090909090909,0.03636363636363636
Benjamin Bourigeaud,fr FRA,FRA,"MF,FW",FWD,29.0,26.9,28.264033457249074,0.33,0.22,0.37,0.16,0.25,1.0037174721189592,6.617100371747212,5.16728624535316,0.03717472118959108,0.0
Robin Gosens,de GER,GER,"DF,MF",MID,29.0,25.4,28.24976377952756,0.24,0.12,0.08,0.08,0.12,0.8267716535433072,3.818897637795276,4.448818897637795,0.35433070866141736,0.03937007874015748
Romano Schmid,at AUT,AUT,"MF,FW",FWD,23.0,28.9,28.221384083044985,0.14,0.21,0.18,0.18,0.22,2.595155709342561,4.982698961937716,5.709342560553633,0.17301038062283738,0.0
Fares Chaïbi,dz ALG,ALG,"MF,FW",FWD,20.0,21.2,28.21943396226415,0.09,0.19,0.14,0.14,0.32,2.5,4.056603773584905,6.745283018867925,0.09433962264150944,0.0
Thibault De Smet,be BEL,BEL,DF,DEF,25.0,20.3,28.21807881773399,0.0,0.0,0.01,0.01,0.04,1.1330049261083743,5.123152709359606,3.251231527093596,0.3448275862068965,0.04926108374384236
Wesley Saïd,fr FRA,FRA,"FW,MF",FWD,28.0,11.3,28.213274336283188,0.62,0.09,0.5,0.5,0.08,1.5929203539823007,2.3008849557522124,8.4070796460177,0.08849557522123894,0.0
Manu Morlanes,es ESP,ESP,MF,MID,24.0,17.9,28.154301675977653,0.0,0.11,0.06,0.06,0.11,1.6201117318435756,5.810055865921788,1.7318435754189945,0.111731843575419,0.0
Hicham Boudaoui,dz ALG,ALG,MF,MID,23.0,17.9,28.10670391061453,0.11,0.0,0.19,0.19,0.1,1.564245810055866,4.357541899441341,3.240223463687151,0.2793296089385475,0.0
Leandro Paredes,ar ARG,ARG,MF,MID,29.0,29.3,28.086587030716718,0.1,0.17,0.11,0.03,0.08,1.2286689419795223,7.3037542662116035,0.6484641638225256,0.5119453924914675,0.034129692832764506
Luca Netz,de GER,GER,DF,DEF,20.0,24.7,27.96842105263158,0.0,0.16,0.04,0.04,0.12,1.8623481781376519,3.279352226720648,4.008097165991903,0.08097165991902834,0.0
Andoni Gorosabel,es ESP,ESP,DF,DEF,26.0,31.7,27.953343848580445,0.03,0.0,0.02,0.02,0.04,1.8296529968454258,3.690851735015773,3.8170347003154577,0.18927444794952683,0.0
Daniel Muñoz,co COL,COL,"DF,MF",MID,27.0,16.0,27.9225,0.0,0.25,0.08,0.08,0.15,1.5625,2.375,5.0,0.25,0.0
Vitinho,br BRA,BRA,"DF,MF",MID,24.0,25.7,27.902996108949417,0.0,0.08,0.06,0.06,0.05,2.295719844357977,2.568093385214008,4.280155642023346,0.038910505836575876,0.0
Vincent Sierro,ch SUI,SUI,MF,MID,27.0,25.1,27.873705179282865,0.24,0.08,0.23,0.08,0.09,0.6772908366533864,5.378486055776892,2.9083665338645415,0.3187250996015936,0.0
Gabriel Strefezza,br BRA,BRA,FW,FWD,26.0,12.4,27.86548387096774,0.08,0.0,0.2,0.14,0.09,2.7419354838709675,4.354838709677419,6.532258064516129,0.3225806451612903,0.0
Rocco Reitz,de GER,GER,MF,MID,21.0,23.7,27.861308016877636,0.25,0.13,0.15,0.15,0.1,1.729957805907173,4.641350210970464,2.4472573839662446,0.08438818565400844,0.0
Sergio Reguilón,es ESP,ESP,DF,DEF,26.0,12.4,27.853548387096772,0.0,0.32,0.06,0.06,0.23,2.7419354838709675,3.064516129032258,3.225806451612903,0.3225806451612903,0.08064516129032258
Josha Vagnoman,de GER,GER,DF,DEF,22.0,13.1,27.849236641221374,0.15,0.15,0.1,0.1,0.1,1.450381679389313,2.519083969465649,5.114503816793893,0.15267175572519084,0.0
Joël Veltman,nl NED,NED,DF,DEF,31.0,17.6,27.81681818181818,0.06,0.06,0.02,0.02,0.03,1.3636363636363635,4.829545454545454,3.068181818181818,0.22727272727272727,0.0
Iñigo Martínez,es ESP,ESP,DF,DEF,32.0,14.4,27.80777777777778,0.0,0.0,0.03,0.03,0.0,2.2916666666666665,6.736111111111111,0.3472222222222222,0.3472222222222222,0.0
Álex Centelles,es ESP,ESP,DF,DEF,25.0,10.9,27.799449541284403,0.0,0.09,0.0,0.0,0.14,1.4678899082568806,2.8440366972477062,4.862385321100917,0.18348623853211007,0.0
Martín Payero,ar ARG,ARG,MF,MID,24.0,20.0,27.79,0.1,0.1,0.08,0.08,0.06,2.35,3.55,3.2,0.3,0.05
Eduardo Camavinga,fr FRA,FRA,"MF,DF",MID,20.0,20.2,27.78821782178218,0.0,0.1,0.05,0.05,0.07,2.4257425742574257,5.247524752475248,1.5346534653465347,0.44554455445544555,0.0
Ricard Sánchez,es ESP,ESP,DF,DEF,23.0,25.5,27.770980392156865,0.12,0.0,0.04,0.04,0.08,1.9215686274509804,3.2941176470588234,4.03921568627451,0.3137254901960784,0.0
Marvin Mehlem,de GER,GER,MF,MID,25.0,16.5,27.75363636363636,0.18,0.12,0.23,0.23,0.07,1.6363636363636365,2.787878787878788,4.424242424242424,0.18181818181818182,0.0
Nikola Vlašić,hr CRO,CRO,"MF,FW",FWD,25.0,29.0,27.742068965517245,0.1,0.07,0.08,0.08,0.1,2.310344827586207,5.172413793103448,6.0,0.10344827586206896,0.0
Mohamed Simakan,fr FRA,FRA,DF,DEF,23.0,23.8,27.670756302521013,0.08,0.13,0.16,0.16,0.14,1.4285714285714286,4.453781512605042,3.1932773109243695,0.3361344537815126,0.0
Portu,es ESP,ESP,"MF,FW",FWD,31.0,13.2,27.665151515151518,0.53,0.38,0.26,0.26,0.26,2.4242424242424243,2.4242424242424243,7.272727272727273,0.2272727272727273,0.0
Omar Marmoush,eg EGY,EGY,"FW,MF",FWD,24.0,25.6,27.6646875,0.47,0.23,0.46,0.39,0.17,3.4375,2.34375,6.4453125,0.2734375,0.0
Nadiem Amiri,de GER,GER,MF,MID,26.0,14.6,27.647945205479452,0.07,0.27,0.15,0.1,0.3,1.095890410958904,6.027397260273973,1.5068493150684932,0.3424657534246575,0.0
Antoine Griezmann,fr FRA,FRA,"FW,MF",FWD,32.0,29.4,27.625646258503405,0.54,0.2,0.42,0.32,0.19,1.4625850340136055,4.013605442176871,6.666666666666667,0.17006802721088435,0.0
Marcus Pedersen,no NOR,NOR,DF,DEF,23.0,17.9,27.612569832402237,0.0,0.11,0.01,0.01,0.06,2.4022346368715084,1.7318435754189945,5.027932960893855,0.223463687150838,0.0
Melvin Bard,fr FRA,FRA,DF,DEF,22.0,29.5,27.5764406779661,0.03,0.07,0.02,0.02,0.1,2.0338983050847457,3.76271186440678,3.3559322033898304,0.23728813559322035,0.03389830508474576
Arne Engels,be BEL,BEL,"MF,DF",MID,19.0,15.6,27.46794871794872,0.19,0.13,0.12,0.12,0.08,1.4743589743589745,3.3333333333333335,3.9743589743589745,0.06410256410256411,0.06410256410256411
Assane Diao,es ESP,ESP,FW,FWD,17.0,11.6,27.46689655172414,0.17,0.0,0.21,0.21,0.06,2.844827586206897,1.7241379310344829,8.706896551724139,0.3448275862068966,0.0
Pablo Maffeo,es ESP,ESP,DF,DEF,26.0,16.2,27.42530864197531,0.06,0.12,0.05,0.05,0.05,2.345679012345679,2.5308641975308643,4.197530864197531,0.1851851851851852,0.0617283950617284
Pol Lirola,es ESP,ESP,DF,DEF,25.0,17.1,27.399064327485377,0.12,0.06,0.08,0.08,0.06,1.7543859649122806,3.8011695906432745,3.4502923976608186,0.05847953216374269,0.0
Alex Sola,es ESP,ESP,"FW,MF",FWD,24.0,14.0,27.385714285714286,0.0,0.21,0.12,0.12,0.16,2.857142857142857,3.0,7.357142857142857,0.14285714285714285,0.0
José Luis García Vayá,es ESP,ESP,MF,MID,24.0,36.7,27.346021798365122,0.19,0.03,0.2,0.03,0.09,0.8174386920980926,6.839237057220708,1.1716621253405994,0.108991825613079,0.0
Matheus Cunha,br BRA,BRA,"FW,MF",FWD,24.0,27.1,27.328542435424353,0.44,0.26,0.35,0.32,0.12,3.9483394833948338,3.2103321033210332,5.1291512915129145,0.33210332103321033,0.0
Matheus Cunha,br BRA,BRA,"FW,MF",FWD,24.0,27.1,27.328542435424353,0.44,0.26,0.35,0.32,0.12,3.9483394833948338,3.2103321033210332,5.1291512915129145,0.33210332103321033,0.0
Iñigo Ruiz de Galarreta,es ESP,ESP,MF,MID,29.0,23.2,27.244137931034484,0.04,0.04,0.01,0.01,0.1,1.120689655172414,6.336206896551724,1.5517241379310345,0.3017241379310345,0.0
